climate.station,lat,long,crop,avg.sowing.doy,X..values.sowing,avg.harvest.doy,X..values.harvest,earliest.sowing.doy,latest.sowing.doy,earliest.harvest.doy,latest.harvest.doy,climate.station2
12881,51.0333,14.95,WW,285,9,211,NA,253,285,202,218,12881
12883,51.1167,12.8,WW,269,16,210,NA,268,288,198,219,12883
12917,50.9833,14.8,WW,274,11,214,NA,258,283,200,228,12917
12921,51.1,14.65,WW,282,5,218,NA,268,275,213,225,12921
12937,51.2,13.4167,WW,283,16,213,NA,261,293,201,227,12937
12944,51.2167,13.3667,WW,287,16,209,NA,257,280,198,221,12944
12948,51.3,14.6667,WW,286,7,211,NA,270,289,208,219,12948
12957,50.4,12.2,WW,287,16,228,NA,267,299,214,245,12957
12967,50.8333,13.95,WW,287,11,235,NA,269,282,219,255,12967
12971,50.9667,14.05,WW,272,16,216,NA,264,288,199,235,12971
12978,50.6,12.2667,WW,287,4,234,NA,271,288,224,243,12978
12987,51.05,12.9667,WW,285,16,229,NA,263,292,212,250,12987
12994,51.0667,14.2167,WW,284,8,222,NA,262,288,210,245,12994
13004,51.4833,13.1333,WW,280,4,204,NA,255,277,200,211,13004
13005,51.65,12.8833,WW,287,16,208,NA,267,288,196,221,13005
13015,50.7,12.35,WW,283,14,222,NA,254,295,196,244,13015
13018,51.3333,12.6167,WW,290,16,211,NA,267,291,191,229,13018
13020,51.3667,12.6333,WW,282,16,215,NA,265,286,200,227,13020
13021,51.4333,12.6833,WW,282,14,205,NA,243,304,193,218,13021
13046,51.7333,11.5,WW,291,15,207,NA,257,277,196,223,13046
13047,51.7167,11.3,WW,289,16,207,NA,247,282,188,225,13047
13051,51.7,11.65,WW,285,5,223,NA,274,290,213,231,13051
13074,52.1333,11.8333,WW,281,16,207,NA,266,281,199,216,13074
13083,51.5333,11.7,WW,278,16,212,NA,254,281,200,234,13083
13092,52.35,11.9833,WW,270,6,209,NA,275,290,199,216,13092
13094,52.5,12.0333,WW,274,16,213,NA,270,299,199,224,13094
13095,52.4833,12.2333,WW,282,7,206,NA,273,273,201,211,13095
13101,51.6833,12.55,WW,288,16,206,NA,264,282,197,217,13101
13102,51.8167,12.55,WW,284,16,210,NA,264,291,195,227,13102
13115,51.9667,10.7167,WW,273,16,209,NA,251,275,198,219,13115
13121,52.3833,11.4667,WW,263,7,222,NA,276,298,209,233,13121
13123,52.4,11.1667,WW,268,8,219,NA,282,299,215,223,13123
13126,52.2,11.3333,WW,278,16,211,NA,264,288,199,222,13126
